index,u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque
1101,88.38090515,19.2461586,67.25870514,-95.16004181,52.64443588,4999.951172,-139.4967499,53.2381897,52.50349426,38.32679367,22.21982956,48.58972549
1102,88.37997437,19.27470207,67.25022888,-95.07080078,52.64294434,4999.956055,-139.5808868,53.21168137,52.51624298,38.3226738,22.26383591,48.55862427
1103,88.47447205,19.29567719,67.23875427,-94.94741058,52.66116714,4999.955078,-139.6313782,53.216465,52.52669525,38.33805084,22.28984451,48.4997406
1104,88.60643768,19.33236885,67.24303436,-94.7611618,52.67905045,4999.954102,-139.6889038,53.18028641,52.54912567,38.32109451,22.34947777,48.49900436
1105,88.68045807,19.37189484,67.36235809,-94.68170166,52.6918602,4999.960938,-139.826416,53.19570541,52.57613373,38.38032913,22.39650536,48.48707199
1106,88.74162292,19.3983326,67.35720062,-94.64163971,52.69139481,4999.960449,-139.8822937,53.20783615,52.53145599,38.37260818,22.39972115,48.57249832
1107,88.92642975,19.41773033,67.34123993,-94.52501678,52.68334579,4999.959473,-139.9338684,53.18860626,52.53022385,38.35646439,22.399786,48.47266006
1108,88.92942047,19.42508125,67.45977783,-94.43616486,52.68336487,4999.953613,-140.0565643,53.12718582,52.54319763,38.35454559,22.41580963,48.54710007
1109,88.97711182,19.43015099,67.45132446,-94.46730042,52.68337631,4999.949707,-140.0377197,53.15125275,52.52885056,38.35992432,22.40818024,48.48521042
1110,88.95552063,19.41795158,67.39997101,-94.51917267,52.70557404,4999.953613,-140.0228729,53.15832901,52.52104187,38.35895157,22.38446617,48.43522263
1111,88.87046051,19.3990078,67.34304047,-94.47028351,52.72147751,4999.965332,-140.0143738,53.11655807,52.57334137,38.41420746,22.36859894,48.4793663
1112,88.81047058,19.37594986,67.35942841,-94.66718292,52.69814682,4999.959961,-139.9377289,53.21356964,52.61821365,38.42968369,22.35488319,48.51511002
1113,88.87115479,19.36392021,67.51696777,-94.65606689,52.71422958,4999.95752,-139.8322754,53.17905045,52.6238327,38.44945145,22.34119797,48.48505402
1114,88.77674866,19.32875443,67.53446198,-94.79869843,52.72574997,4999.95752,-139.8706512,53.21699524,52.63845062,38.44848633,22.27575684,48.42284012
1115,88.72917938,19.27292252,67.5201416,-94.91731262,52.73400497,4999.960938,-139.8835754,53.27168274,52.67829895,38.48283005,22.1862011,48.51052856
1116,88.77031708,19.22707367,67.45713806,-94.90501404,52.72877121,4999.952148,-139.7883911,53.25448608,52.66735458,38.52108765,22.07803726,48.45884323
1117,88.72281647,19.2299881,67.43674469,-94.89296722,52.70593643,4999.961426,-139.7116699,53.20624161,52.70941925,38.54887772,21.98227692,48.47277832
1118,88.67302704,19.23531914,67.58104706,-95.07614136,52.6756897,4999.950684,-139.6364288,53.28983307,52.76055527,38.50967789,21.88359833,48.51706696
1119,88.71186066,19.25493622,67.72991943,-95.11766815,52.66059494,4999.95166,-139.5478516,53.29996109,52.77549744,38.49703217,21.77673912,48.47254181
1120,88.61741638,19.27747154,67.81954193,-95.10590363,52.68667603,4999.961914,-139.5546417,53.29284668,52.78735352,38.53208542,21.70015526,48.43881989
1121,88.57713318,19.29652023,67.77758789,-95.05989838,52.72072601,4999.95459,-139.4756622,53.2369957,52.81797409,38.56527328,21.64025307,48.38505936
1122,88.53082275,19.31056023,67.71167755,-95.07239532,52.71653748,4999.959961,-139.419281,53.21504974,52.78937531,38.58108902,21.59598732,48.3841362
1123,88.32571411,19.33052444,67.63035583,-95.05773163,52.69838333,4999.964355,-139.4437103,53.16213608,52.78095627,38.60427856,21.58099556,48.38498306
1124,88.34577179,19.35743904,67.65872955,-95.11721802,52.72813797,4999.956543,-139.4178009,53.21622849,52.81232834,38.61817932,21.6040535,48.39599609
1125,88.3841095,19.39194298,67.66687012,-94.9573822,52.727005,4999.946777,-139.523407,53.17605209,52.8387413,38.62696075,21.61740494,48.46609879
1126,88.49682617,19.44292831,67.79660797,-94.89628601,52.71628571,4999.955566,-139.5996704,53.1823349,52.83940125,38.62608719,21.63451385,48.47282028
1127,88.59753418,19.47514153,67.72357941,-94.76303864,52.74058914,4999.95459,-139.706665,53.16419983,52.85631561,38.63191223,21.64400864,48.50909805
1128,88.69843292,19.49811935,67.61526489,-94.6886673,52.78481293,4999.957031,-139.838028,53.17715836,52.84065247,38.62979889,21.66095734,48.61679077
1129,88.69727325,19.49021912,67.59420013,-94.55648804,52.79441452,4999.964844,-139.8968201,53.11651611,52.87477493,38.62501526,21.65633583,48.62231827
1130,88.90372467,19.46014786,67.52082825,-94.59954071,52.78379822,4999.959961,-139.9213409,53.18822098,52.92925262,38.62124634,21.63146591,48.60657883
1131,88.97672272,19.42836189,67.5847168,-94.53936005,52.76968765,4999.950195,-139.969696,53.17354202,52.94900513,38.62651443,21.64659119,48.51774216
1132,88.97415924,19.40304184,67.59849548,-94.50705719,52.75873566,4999.94873,-139.9727325,53.14630127,52.97787094,38.62798691,21.64524651,48.41714859
1133,88.95000458,19.37349701,67.61009979,-94.55815887,52.76602554,4999.95166,-139.9420319,53.16772461,52.97875977,38.62820053,21.66078949,48.40594864
1134,88.89405823,19.34997559,67.59992981,-94.63010406,52.75373077,4999.955566,-139.9290619,53.17824173,52.97052002,38.63313675,21.67629814,48.39123535
1135,88.69055176,19.32817268,67.53473663,-94.67727661,52.7580719,4999.964844,-139.8938293,53.15577698,52.98056793,38.63927078,21.66988754,48.50818634
1136,88.80005646,19.30902672,67.46321869,-94.82857513,52.78001785,4999.956543,-139.7679443,53.25391388,52.98019409,38.64480209,21.64566422,48.53348923
1137,88.83959961,19.30533218,67.39477539,-94.81932068,52.81885147,4999.958984,-139.701004,53.26098633,52.99679565,38.64176178,21.6508522,48.55910492
1138,88.8371048,19.31294441,67.36122131,-94.82759094,52.85087967,4999.958008,-139.6581879,53.24383163,53.04491425,38.64603806,21.66609383,48.49909973
1139,88.84283447,19.31651497,67.33588409,-94.90057373,52.8706398,4999.953125,-139.6227264,53.2755127,53.03411484,38.66511917,21.68391228,48.5205307
1140,88.81296539,19.32239532,67.39871979,-94.92714691,52.85545349,4999.94873,-139.6043701,53.27435684,53.06974792,38.68819046,21.6707058,48.6077652
1141,88.62151337,19.33176804,67.63562775,-95.03382111,52.86002731,4999.95459,-139.5486755,53.28252411,53.10681152,38.67580032,21.66297531,48.58477783
1142,88.64781952,19.34723282,67.78269958,-95.14575958,52.85907745,4999.951172,-139.4719849,53.3147316,53.10558319,38.66849518,21.65896416,48.53201675
1143,88.58725739,19.36934853,67.70230865,-95.14775848,52.84061813,4999.956543,-139.442337,53.28569031,53.1341629,38.66653824,21.69467163,48.53619385
1144,88.49230957,19.40910912,67.667099,-95.18126678,52.82403183,4999.958496,-139.436264,53.28781891,53.11645889,38.67184448,21.71040726,48.50915146
1145,88.41558838,19.45134544,67.7980957,-95.219841,52.78665543,4999.958496,-139.4298706,53.26940155,53.11547852,38.67061996,21.73243141,48.49126816
1146,88.33673096,19.48823357,67.94572449,-95.18283081,52.75449371,4999.959961,-139.4809875,53.25752258,53.10822296,38.66919327,21.80781746,48.48689651
1147,88.22252655,19.51332283,68.04413605,-95.11393738,52.79836273,4999.95459,-139.4941254,53.22757721,53.09310913,38.67311478,21.90865707,48.55895996
1148,88.34659576,19.52742958,67.96813202,-95.07964325,52.8423233,4999.953613,-139.5338593,53.23709488,53.09255981,38.65782166,21.98020744,48.63643265
1149,88.44412994,19.53481102,67.7925415,-94.97218323,52.88065338,4999.954102,-139.6570435,53.23966599,53.093853,38.64521408,22.05528641,48.58410263
1150,88.60900116,19.51601028,67.63487244,-94.78813934,52.89051437,4999.955566,-139.7355957,53.20288849,53.13921356,38.64226532,22.1428566,48.52715683
1151,88.73344421,19.47806549,67.54505157,-94.68382263,52.84017563,4999.959473,-139.8578644,53.20336533,53.16178131,38.6437149,22.20847893,48.50304031
1152,88.92761993,19.44343376,67.59107208,-94.54469299,52.81116486,4999.956055,-139.8660583,53.16771698,53.16762161,38.65720749,22.2754631,48.45500946
1153,88.83868408,19.41615868,67.64888763,-94.55455017,52.82292175,4999.965332,-139.9600372,53.15465546,53.19965363,38.66382217,22.31508446,48.50516891
1154,88.88763428,19.39074326,67.63544464,-94.51455688,52.84934235,4999.950684,-139.9807129,53.12539673,53.23125839,38.67375565,22.34363747,48.43735886
1155,88.80914307,19.37366486,67.65695953,-94.57383728,52.88752747,4999.950684,-140.0404205,53.14294815,53.23848343,38.686203,22.39449501,48.42140198
1156,88.81530762,19.36646461,67.71276855,-94.52306366,52.89690781,4999.954102,-139.9659729,53.12143707,53.2611084,38.68480682,22.44045067,48.383564
1157,88.83032227,19.3600502,67.88451385,-94.5946579,52.93015671,4999.952637,-139.8895569,53.17113113,53.29940414,38.67827225,22.45216942,48.40184402
1158,88.76237488,19.35383224,68.06556702,-94.66377258,52.92628479,4999.957031,-139.8823853,53.17677307,53.30761719,38.69282913,22.44978523,48.46625137
1159,88.61518097,19.35177422,68.12384796,-94.83961487,52.92902756,4999.963867,-139.8255463,53.20116043,53.3196907,38.70586777,22.46411514,48.51839828
1160,88.6173172,19.36171722,68.10598755,-94.87189484,52.98386383,4999.955566,-139.8085632,53.21415329,53.32266617,38.72523117,22.45504951,48.53393173
1161,88.68805695,19.37355614,68.16510773,-94.90196228,53.01702118,4999.961426,-139.7115936,53.23734283,53.30205536,38.73810196,22.44304276,48.50244522
1162,88.73225403,19.38964844,68.13023376,-94.93006897,52.97750473,4999.956055,-139.6425781,53.25967026,53.33937454,38.7522316,22.42061043,48.50559235
1163,88.71077728,19.41392136,67.95075226,-94.93501282,52.92543411,4999.950195,-139.5938568,53.23249435,53.3554306,38.7515831,22.39710999,48.4665184
1164,88.73983002,19.44645119,67.86737823,-95.00708771,52.89771652,4999.947754,-139.4720459,53.26506805,53.38054276,38.75098419,22.37619019,48.44509125
1165,88.52639771,19.4757061,67.98873138,-95.11228943,52.92020416,4999.959961,-139.4201508,53.2598114,53.40840912,38.75026321,22.35772133,48.44160843
1166,88.55823517,19.51919556,68.17736816,-95.18182373,52.9248085,4999.953613,-139.3145447,53.27862549,53.39858246,38.75356293,22.35127258,48.44590759
1167,88.43572998,19.55682564,68.18700409,-95.26085663,52.91833115,4999.960938,-139.3453064,53.27090454,53.43358612,38.75278473,22.34492683,48.47094345
1168,88.29162598,19.5721302,68.08799744,-95.27451324,52.913311,4999.959473,-139.4381714,53.26935196,53.4352417,38.76094437,22.34527016,48.49977875
1169,88.24731445,19.5717907,67.91918182,-95.22332001,52.9250145,4999.954102,-139.4822235,53.25534821,53.43241501,38.75447083,22.33954811,48.53695297
1170,88.25017548,19.54907036,67.77655029,-95.14733887,52.92305374,4999.956055,-139.5543365,53.24403763,53.4513588,38.74600983,22.33570671,48.55284882
1171,88.23358917,19.51458359,67.82370758,-95.10578918,52.91878891,4999.952637,-139.600296,53.22974014,53.50038528,38.75172806,22.33704758,48.64411545
1172,88.32971191,19.48075485,67.92132568,-94.93759918,52.91812515,4999.946777,-139.7568207,53.19548035,53.50943756,38.7519722,22.33712196,48.68252945
1173,88.53946686,19.44662476,67.98802185,-94.80160522,52.9093895,4999.950195,-139.8321533,53.20449829,53.52903748,38.75000763,22.33648109,48.68861389
1174,88.72273254,19.41811562,68.02555847,-94.67058563,52.94270325,4999.952148,-139.8848114,53.1643219,53.51596832,38.74843216,22.33602142,48.54862213
1175,88.87207031,19.39624977,68.13309479,-94.65305328,52.99283981,4999.955566,-139.9130249,53.20723343,53.54525375,38.74889755,22.33014107,48.52834702
1176,88.91279602,19.37497711,68.15034485,-94.55370331,53.03326035,4999.953613,-139.9402771,53.12355042,53.53261948,38.74797058,22.32649803,48.43097687
1177,88.84405518,19.36230659,68.08573151,-94.58095551,53.05999756,4999.957031,-139.90979,53.13030243,53.55887604,38.74856567,22.32967567,48.46691895
1178,88.8686676,19.35619926,68.00605774,-94.57096863,53.04679108,4999.951172,-139.8676453,53.14297867,53.57674408,38.74853134,22.33403778,48.38909531
1179,88.77581787,19.35182381,68.01463318,-94.65104675,53.07282257,4999.95459,-139.8916473,53.17947388,53.60460281,38.75311661,22.33346367,48.41942978
1180,88.77958679,19.3587532,68.00272369,-94.67031097,53.12985611,4999.959473,-139.8114471,53.16362381,53.62494659,38.7566185,22.32726479,48.41942596
1181,88.78010559,19.37898064,68.09134674,-94.75596619,53.11162567,4999.956055,-139.7448425,53.20290756,53.61803436,38.75417709,22.32505417,48.44586563
1182,88.80754089,19.40750504,68.23764038,-94.74884033,53.06884384,4999.958984,-139.6474762,53.18029022,53.6205101,38.7482338,22.34440994,48.44591904
1183,88.67219543,19.44239616,68.28282928,-94.86994171,53.034832,4999.956055,-139.602478,53.21702576,53.64418411,38.74170685,22.37796593,48.44946671
1184,88.68422699,19.47903061,68.3394928,-94.96681213,53.09170532,4999.961914,-139.5799103,53.24682999,53.68547821,38.73988342,22.41586304,48.45127869
1185,88.73921204,19.52700806,68.29758453,-95.00112152,53.10181427,4999.953125,-139.4914093,53.24085617,53.70024872,38.74323273,22.440485,48.44578171
1186,88.68432617,19.57500839,68.28325653,-95.04789734,53.15154266,4999.953613,-139.4795837,53.25463486,53.7223053,38.74567413,22.46567345,48.45320892
1187,88.59688568,19.60889816,68.25289154,-95.1739502,53.16879654,4999.953613,-139.445694,53.2760849,53.73727798,38.77194977,22.48292732,48.46438599
1188,88.52433014,19.62176514,68.1390152,-95.21125793,53.12953568,4999.956543,-139.3422852,53.25096512,53.7464447,38.78563309,22.51394081,48.45584488
1189,88.39110565,19.62578773,68.06594849,-95.34327698,53.14598846,4999.95166,-139.2700653,53.27906799,53.75732422,38.81555557,22.49844933,48.55006409
1190,88.25588226,19.62127113,68.19192505,-95.35009003,53.11663437,4999.953613,-139.37854,53.27426529,53.74013519,38.81462097,22.45697784,48.56858826
1191,88.25934601,19.58207893,68.29122162,-95.24087524,53.07017136,4999.956055,-139.3849487,53.24082947,53.71111679,38.80026627,22.42005157,48.44107819
1192,88.27380371,19.5452652,68.25924683,-95.17610168,53.06172943,4999.960449,-139.4216461,53.25344086,53.71079254,38.78192902,22.38887978,48.44575119
1193,88.39490509,19.50580978,68.30075836,-95.00891113,53.04483795,4999.955078,-139.44133,53.23818588,53.74225998,38.77143097,22.35412979,48.4746933
1194,88.35866547,19.46151733,68.29724884,-94.92384338,53.02044296,4999.959961,-139.5794678,53.20953369,53.78469086,38.79182816,22.33310699,48.56724167
1195,88.55400848,19.42941284,68.24869537,-94.88809967,53.05289078,4999.94873,-139.617981,53.24741745,53.78577042,38.82411194,22.33074379,48.63687897
1196,88.68009949,19.40851021,68.18946838,-94.81092834,53.09423447,4999.952637,-139.7740479,53.25590515,53.78963089,38.85454178,22.33102417,48.70351028
1197,88.93388367,19.39140701,68.20240021,-94.64768982,53.08395004,4999.95459,-139.7417908,53.24669266,53.79860687,38.85266113,22.3307991,48.59175491
1198,88.93467712,19.38594818,68.25131226,-94.5552597,53.09014511,4999.95459,-139.8359528,53.19673538,53.81838226,38.85406876,22.33221817,48.54026413
1199,88.90211487,19.38759041,68.38259125,-94.50592041,53.08256149,4999.95752,-139.8914642,53.15229797,53.83058929,38.86631775,22.29198456,48.48914719
1200,88.73361969,19.39745522,68.53153229,-94.49887085,53.10864639,4999.962402,-139.9015808,53.22777557,53.84659195,38.87551498,22.225317,48.45558548
1201,88.7162323,19.40911674,68.57197571,-94.67457581,53.08694077,4999.950195,-139.8693085,53.17679214,53.88988876,38.88814545,22.16954994,48.414711
1202,88.75466919,19.4385643,68.62076569,-94.75835419,53.06130219,4999.95166,-139.7753601,53.19830704,53.88611603,38.86667633,22.07962418,48.39131546
1203,88.76390076,19.49647713,68.69731903,-94.82067108,53.02620316,4999.947754,-139.7035522,53.22403717,53.88405991,38.83182526,21.97961426,48.45186615
1204,88.66308594,19.5515461,68.76355743,-94.90367126,53.00867462,4999.955566,-139.7354431,53.23656845,53.90621948,38.83283997,21.91365242,48.44132233
1205,88.6462326,19.60080147,68.80956268,-94.86955261,53.07095718,4999.95166,-139.698822,53.23114395,53.92381287,38.86510468,21.84912872,48.4489975
1206,88.47783661,19.64464378,68.84221649,-94.95016479,53.13486481,4999.962402,-139.6425781,53.20471573,53.93199921,38.87847137,21.81778526,48.57069778
1207,88.55545044,19.67432594,68.86391449,-95.12261963,53.18786621,4999.953613,-139.5682678,53.26166916,53.92390823,38.88644791,21.78630447,48.56565857
1208,88.5613327,19.68028069,68.8697052,-95.17633057,53.20648193,4999.955078,-139.5506134,53.31555939,53.93074036,38.87656784,21.75847054,48.62655258
1209,88.53114319,19.6875267,68.77433777,-95.20819855,53.21544647,4999.946777,-139.4969025,53.29029465,53.94632721,38.88843155,21.75573349,48.59191513
1210,88.45893097,19.6780529,68.74682617,-95.21533203,53.22266769,4999.947266,-139.4497833,53.27510452,54.01002121,38.89685822,21.75332642,48.56214905
1211,88.40148163,19.64957809,68.70198059,-95.23487854,53.21606064,4999.956543,-139.3993225,53.26843262,54.03682327,38.88277054,21.74866104,48.56550598
1212,88.19246674,19.61343575,68.6497345,-95.18209076,53.2263298,4999.957031,-139.3577423,53.2073555,54.01361465,38.88218307,21.74601364,48.58294296
1213,88.11035156,19.56988144,68.66904449,-95.2010498,53.23738861,4999.95752,-139.438324,53.19472122,53.99872208,38.89258575,21.74473381,48.55324936
1214,88.15626526,19.52137184,68.65849304,-95.16274261,53.24929428,4999.958496,-139.4400635,53.20988846,54.00157928,38.88419724,21.74848175,48.59869385
1215,88.16706848,19.4753952,68.69563293,-95.1293869,53.20608902,4999.955078,-139.5258789,53.2244072,54.02499008,38.86014938,21.80295372,48.60083008
1216,88.23981476,19.44139671,68.76232147,-95.03791809,53.16403961,4999.955566,-139.6184998,53.21478271,54.03242111,38.85422897,21.90003204,48.58677292
1217,88.39374542,19.42530632,68.76348877,-94.91243744,53.16975403,4999.952148,-139.7001343,53.20539856,54.06762695,38.87611389,22.0106926,48.55968857
1218,88.46173859,19.41926956,68.78573608,-94.83336639,53.20770264,4999.950684,-139.7526703,53.2048645,54.10345459,38.8528595,22.11095047,48.65250015
1219,88.65881348,19.42246437,68.82723236,-94.76000977,53.24362564,4999.956543,-139.8117065,53.18875504,54.13956451,38.86677933,22.18202782,48.57333755
1220,88.82685089,19.43955994,68.84516144,-94.65801239,53.28198624,4999.952637,-139.8184509,53.18999481,54.13835526,38.88755035,22.22215462,48.54452133
1221,88.82618713,19.45994377,68.85914612,-94.68537903,53.29845047,4999.95166,-139.8768616,53.18337631,54.12667084,38.90134048,22.26982689,48.51318741
1222,88.80776215,19.48904991,68.87643433,-94.58789825,53.30739212,4999.957031,-139.8881226,53.14419937,54.13903809,38.95071793,22.34310913,48.51697159
1223,88.72386932,19.53233147,68.83318329,-94.69890594,53.31539154,4999.956543,-139.9219818,53.1707077,54.1380043,38.97140121,22.39295387,48.45537567
1224,88.59004974,19.57795143,68.81427002,-94.80899811,53.32146072,4999.959961,-139.8584595,53.2082901,54.15716171,39.00125885,22.40597725,48.5038681
1225,88.61745453,19.63140678,68.70977783,-94.86663818,53.32580948,4999.95459,-139.794281,53.2231369,54.15663147,38.99579239,22.39381599,48.55376053
1226,88.59063721,19.68087769,68.63676453,-94.86203766,53.32892609,4999.950684,-139.7643127,53.21315384,54.14894867,38.9733696,22.37833786,48.53078079
1227,88.59111023,19.71905136,68.68157959,-94.99721527,53.34549713,4999.959473,-139.7038422,53.25816345,54.16819,38.95956039,22.39385033,48.48959351
1228,88.6783905,19.73454475,68.71438599,-94.98197174,53.35959625,4999.953125,-139.5740051,53.2618866,54.18923187,38.94828415,22.40045166,48.49818802
1229,88.69055939,19.73739052,68.62692261,-95.08131409,53.35440063,4999.955078,-139.514267,53.30727005,54.23228455,38.98271561,22.38082695,48.43501663
1230,88.55983734,19.72546959,68.52072906,-95.12542725,53.33871841,4999.958496,-139.4526978,53.28558731,54.2495079,39.03000641,22.3696022,48.47542572
1231,88.60371399,19.68539429,68.52845764,-95.21533966,53.325634,4999.951172,-139.3881226,53.33686829,54.25759888,39.05479813,22.36623764,48.48578262
1232,88.5965271,19.6350193,68.60874176,-95.21153259,53.33457947,4999.951172,-139.3042908,53.33058929,54.23589325,39.06367111,22.36559677,48.41062164
1233,88.57033539,19.58762169,68.69812012,-95.31710052,53.3337059,4999.95166,-139.2100525,53.34260941,54.24169922,39.06549835,22.32705116,48.44255829
1234,88.46537018,19.54556084,68.67982483,-95.31960297,53.31638336,4999.956543,-139.22052,53.32361984,54.30702209,39.08206558,22.23399162,48.44421005
1235,88.37534332,19.51203346,68.57795715,-95.2664032,53.31847382,4999.954102,-139.24086,53.27967072,54.33024597,39.1092453,22.1805954,48.41903687
1236,88.22367859,19.48075867,68.55531311,-95.29981995,53.33721161,4999.955078,-139.2549133,53.27603912,54.3248558,39.12646484,22.14874649,48.46273422
1237,88.28569794,19.45983887,68.63371277,-95.21389008,53.34632492,4999.955078,-139.2745667,53.24982452,54.32893753,39.10433578,22.12683105,48.57383728
1238,88.22602081,19.44734192,68.71865082,-95.14575958,53.3449707,4999.959473,-139.4694824,53.23159409,54.3438797,39.06708527,22.0620594,48.49920654
1239,88.34049988,19.44195175,68.76057434,-95.08468628,53.34026337,4999.956543,-139.5434418,53.24917603,54.36936951,39.07081985,21.94124603,48.57418442
1240,88.47600555,19.45079613,68.75831604,-94.91674042,53.32762527,4999.949707,-139.6597137,53.24690628,54.36897278,39.08852386,21.83492088,48.60807037
1241,88.71708679,19.46547508,68.78675079,-94.80618286,53.31672287,4999.953613,-139.6902924,53.25677109,54.34575272,39.09890747,21.7794075,48.57134628
1242,88.78630829,19.49124336,68.76264191,-94.65323639,53.36227798,4999.951172,-139.6795502,53.17910004,54.342453,39.07523727,21.73491096,48.5158577
1243,88.76325989,19.53240395,68.74624634,-94.66479492,53.47707748,4999.955566,-139.8272247,53.18333817,54.33272552,39.07419205,21.68542862,48.44332886
1244,88.75859833,19.58321381,68.70246887,-94.64610291,53.49065399,4999.958496,-139.8578186,53.15708923,54.35549545,39.08850861,21.67251396,48.41009903
1245,88.80841827,19.63698387,68.69169617,-94.64538574,53.43892288,4999.956543,-139.7829742,53.12514877,54.40235519,39.0993576,21.69988441,48.3523941
1246,88.76679993,19.68118668,68.66226196,-94.74539185,53.40535736,4999.955078,-139.773819,53.19936371,54.39704514,39.10440445,21.73132324,48.37576675
1247,88.70214081,19.71717262,68.68852997,-94.78765869,53.38319778,4999.958008,-139.761322,53.19583511,54.41830063,39.10512543,21.72608948,48.35296249
1248,88.61655426,19.74347305,68.70262909,-94.78298187,53.36714935,4999.947754,-139.6425934,53.15055084,54.43703842,39.11629105,21.71717453,48.36188507
1249,88.59753418,19.75117111,68.73838806,-94.89514923,53.3699913,4999.957031,-139.6345367,53.21200562,54.4305191,39.12186432,21.71793365,48.3590889
1250,88.66233063,19.72752571,68.78863525,-94.93426514,53.41169357,4999.954102,-139.5382385,53.23118973,54.47273636,39.12405396,21.70560265,48.3754425
1251,88.6294632,19.69734192,68.82555389,-95.03160858,53.46205521,4999.956055,-139.5390625,53.28577423,54.47938538,39.13819885,21.68911552,48.45903397
1252,88.66204071,19.65366554,68.85040283,-94.97454834,53.50879288,4999.961426,-139.4579163,53.24040985,54.47187424,39.14067078,21.68038559,48.41547394
1253,88.67144775,19.59412384,68.87598419,-95.13265991,53.47386551,4999.962402,-139.3827515,53.28388596,54.50674057,39.15140533,21.6783371,48.41417313
1254,88.55796814,19.53151703,68.89000702,-95.20993042,53.43484497,4999.959961,-139.2775116,53.28752518,54.50367737,39.14154053,21.67517662,48.45362091
1255,88.54208374,19.47900391,68.8944931,-95.26339722,53.44608307,4999.94873,-139.2181854,53.27911758,54.52608871,39.13584137,21.6736393,48.50007248
1256,88.44920349,19.44008827,68.90449524,-95.30787659,53.49343872,4999.950195,-139.2022095,53.28369904,54.55803299,39.13214111,21.66097641,48.46599579
1257,88.27020264,19.41193199,68.86921692,-95.39304352,53.46382904,4999.953613,-139.3015442,53.29863739,54.54825211,39.12693024,21.64459801,48.5002327
1258,88.24832153,19.39175797,68.8480835,-95.31446075,53.42463303,4999.953613,-139.2908478,53.27122498,54.55529022,39.12985992,21.65753746,48.49440384
1259,88.1661911,19.3796978,68.86725616,-95.22683716,53.39587784,4999.964844,-139.3495026,53.23884964,54.59593964,39.13506699,21.69305801,48.59239197
1260,88.14482117,19.38678932,68.88456726,-95.28038025,53.39837265,4999.954102,-139.347229,53.23347473,54.61193466,39.13674545,21.69770622,48.61562347
1261,88.23067474,19.40476799,68.90458679,-95.05233002,53.39149475,4999.953125,-139.4526062,53.19475937,54.61391449,39.13425446,21.68292046,48.60135651
1262,88.34895325,19.4270649,68.91718292,-94.92889404,53.37733459,4999.956543,-139.5587006,53.20058441,54.62494278,39.14533997,21.67648506,48.54066467
1263,88.57310486,19.4506588,68.90995789,-94.76703644,53.36425018,4999.950195,-139.6223145,53.22192001,54.63122559,39.14339828,21.65588188,48.5692749
1264,88.71544647,19.48602295,68.89571381,-94.7053299,53.40950394,4999.950195,-139.7176514,53.21027756,54.63832092,39.14170456,21.65192604,48.55615616
1265,88.75051117,19.52630043,68.8952179,-94.659729,53.5037117,4999.969727,-139.7312012,53.18467331,54.66992188,39.14657211,21.64090919,48.45424271
1266,88.76499176,19.56799126,68.88384247,-94.74370575,53.51329803,4999.953125,-139.7511444,53.22530746,54.70616531,39.1456604,21.66410255,48.49103165
1267,88.72887421,19.60566521,68.8813858,-94.66702271,53.47066116,4999.953613,-139.8054352,53.166996,54.75457001,39.14781189,21.64611435,48.43310165
1268,88.78268433,19.63017654,68.8747406,-94.65228271,53.45342636,4999.959961,-139.7120209,53.18035889,54.8209877,39.14780807,21.60697174,48.37839508
1269,88.73473358,19.6211319,68.90798187,-94.73362732,53.44544983,4999.95752,-139.7051392,53.22108459,54.85276794,39.15446472,21.60310745,48.38128662
1270,88.72963715,19.59176254,68.96308899,-94.75921631,53.45884705,4999.957031,-139.6479187,53.2239418,54.86065292,39.15039444,21.62291908,48.37967682
1271,88.62818909,19.55408096,68.97978973,-94.75749969,53.43265533,4999.963867,-139.5357208,53.19387817,54.89026642,39.13653183,21.6378231,48.38653564
1272,88.64827728,19.50957108,68.95741272,-95.02285004,53.46443176,4999.956543,-139.4728851,53.31092072,54.91162491,39.13430786,21.6663456,48.41127777
1273,88.7379303,19.46523285,68.94135284,-95.00705719,53.44068909,4999.957031,-139.3670349,53.28272247,54.90433502,39.12995148,21.68750572,48.3576355
1274,88.66090393,19.41796684,68.94906616,-95.13172913,53.41123962,4999.956543,-139.4197845,53.33182526,54.90841675,39.13219452,21.69208717,48.45513535
1275,88.57861328,19.37686348,68.95201874,-95.1162796,53.42120361,4999.961426,-139.4419556,53.27887726,54.91355133,39.14868927,21.69046974,48.43764877
1276,88.55792236,19.33659744,68.95782471,-95.20295715,53.49304962,4999.956543,-139.3887177,53.28512192,54.87231827,39.17053223,21.67989922,48.4439888
1277,88.32400513,19.30707169,68.94376373,-95.21578979,53.51776886,4999.961914,-139.367157,53.24381638,54.82287598,39.16459656,21.67150497,48.49309921
1278,88.39173889,19.28888893,68.90751648,-95.27547455,53.55751419,4999.952148,-139.2256622,53.25307846,54.7961235,39.16502762,21.66757774,48.46750641
1279,88.32785034,19.27969551,68.89521027,-95.24523163,53.54378891,4999.952637,-139.2079468,53.22494888,54.78622818,39.17053986,21.656744,48.40923309
1280,88.23202515,19.2767067,68.90130615,-95.24462128,53.58105087,4999.952148,-139.2542114,53.2390976,54.79504395,39.16321564,21.64569283,48.42046738
1281,88.21825409,19.28735924,68.9074173,-95.13917542,53.57764053,4999.95166,-139.2682953,53.18233109,54.82396698,39.16420746,21.63661957,48.43399429
